Source Label,Label,Adjusted Time,Target Label,Number of Records
Jane Tyler,purchases,07-01-2015 02:43,Gail Feindt,1
Jane Tyler,purchases,07-01-2015 04:42,Gail Feindt,1
Jane Tyler,purchases,07-01-2015 08:04,Gail Feindt,1
Jane Tyler,purchases,07-01-2015 13:03,Gail Feindt,1
Jane Tyler,purchases,07-01-2015 17:41,Gail Feindt,1
Jane Tyler,purchases,07-01-2015 19:54,Gail Feindt,1
Jane Tyler,purchases,07-01-2015 23:55,Gail Feindt,1
Jane Tyler,purchases,07-02-2015 05:11,Gail Feindt,1
Jane Tyler,purchases,07-02-2015 07:19,Gail Feindt,1
Jane Tyler,purchases,07-02-2015 09:17,Gail Feindt,1
Jane Tyler,purchases,07-02-2015 10:55,Gail Feindt,1
Jane Tyler,purchases,07-02-2015 18:48,Gail Feindt,1
Jane Tyler,purchases,07-02-2015 18:54,Gail Feindt,1
Jane Tyler,purchases,07-02-2015 19:06,Gail Feindt,1
Jane Tyler,purchases,07-03-2015 04:47,Gail Feindt,1
Jane Tyler,purchases,07-03-2015 05:28,Gail Feindt,1
Jane Tyler,purchases,07-03-2015 08:35,Gail Feindt,1
Jane Tyler,purchases,07-03-2015 13:28,Gail Feindt,1
Jane Tyler,purchases,07-03-2015 17:47,Gail Feindt,1
Jane Tyler,purchases,07-03-2015 22:27,Gail Feindt,1
Jane Tyler,purchases,07-03-2015 23:00,Gail Feindt,1
Jane Tyler,purchases,07-03-2015 23:43,Gail Feindt,1
Jane Tyler,purchases,07-04-2015 03:15,Gail Feindt,1
Jane Tyler,purchases,07-04-2015 06:58,Gail Feindt,1
Jane Tyler,purchases,07-04-2015 08:44,Gail Feindt,1
Jane Tyler,purchases,07-04-2015 08:55,Gail Feindt,1
Jane Tyler,purchases,07-04-2015 12:42,Gail Feindt,1
Jane Tyler,purchases,07-04-2015 12:53,Gail Feindt,1
Jane Tyler,purchases,07-04-2015 14:10,Gail Feindt,1
Jane Tyler,purchases,07-04-2015 14:25,Gail Feindt,1
Jane Tyler,purchases,07-04-2015 17:00,Gail Feindt,1
Jane Tyler,purchases,07-04-2015 17:31,Gail Feindt,1
Jane Tyler,purchases,07-04-2015 21:35,Gail Feindt,1
Jane Tyler,purchases,07-04-2015 23:00,Gail Feindt,1
Jane Tyler,purchases,07-04-2015 23:16,Gail Feindt,1
Jane Tyler,purchases,07-04-2015 23:40,Gail Feindt,1
Jane Tyler,purchases,07-05-2015 01:20,Gail Feindt,1
Jane Tyler,purchases,07-05-2015 01:27,Gail Feindt,1
Jane Tyler,purchases,07-05-2015 07:10,Gail Feindt,1
Jane Tyler,purchases,07-05-2015 12:42,Gail Feindt,1
Jane Tyler,purchases,07-05-2015 13:06,Gail Feindt,1
Jane Tyler,purchases,07-05-2015 14:39,Gail Feindt,1
Jane Tyler,purchases,07-05-2015 22:00,Gail Feindt,1
Jane Tyler,purchases,07-05-2015 22:32,Gail Feindt,1
Jane Tyler,purchases,07-05-2015 23:23,Gail Feindt,1
Jane Tyler,purchases,07-06-2015 03:39,Gail Feindt,1
Jane Tyler,purchases,07-06-2015 04:57,Gail Feindt,1
Jane Tyler,purchases,07-06-2015 05:23,Gail Feindt,1
Jane Tyler,purchases,07-06-2015 16:32,Gail Feindt,1
Jane Tyler,purchases,07-06-2015 19:13,Gail Feindt,1
Jane Tyler,purchases,07-06-2015 20:15,Gail Feindt,1
Jane Tyler,purchases,07-06-2015 21:34,Gail Feindt,1
Jane Tyler,purchases,07-07-2015 03:29,Gail Feindt,1
Jane Tyler,purchases,07-07-2015 04:09,Gail Feindt,1
Jane Tyler,purchases,07-07-2015 07:19,Gail Feindt,1
Jane Tyler,purchases,07-07-2015 17:52,Gail Feindt,1
Jane Tyler,purchases,07-07-2015 18:05,Gail Feindt,1
Jane Tyler,purchases,07-07-2015 18:36,Gail Feindt,1
Jane Tyler,purchases,07-07-2015 20:37,Gail Feindt,1
Jane Tyler,purchases,07-07-2015 20:42,Gail Feindt,1
Jane Tyler,purchases,07-07-2015 22:23,Gail Feindt,1
Jane Tyler,purchases,07-08-2015 01:12,Gail Feindt,1
Jane Tyler,purchases,07-08-2015 02:05,Gail Feindt,1
Jane Tyler,purchases,07-08-2015 03:00,Gail Feindt,1
Jane Tyler,purchases,07-08-2015 04:34,Gail Feindt,1
Jane Tyler,purchases,07-08-2015 09:45,Gail Feindt,1
Jane Tyler,purchases,07-08-2015 13:48,Gail Feindt,1
Jane Tyler,purchases,07-08-2015 14:36,Gail Feindt,1
Jane Tyler,purchases,07-08-2015 16:57,Gail Feindt,1
Jane Tyler,purchases,07-08-2015 21:01,Gail Feindt,1
Jane Tyler,purchases,07-08-2015 22:29,Gail Feindt,1
Jane Tyler,purchases,07-09-2015 00:54,Gail Feindt,1
Jane Tyler,purchases,07-09-2015 01:48,Gail Feindt,1
Jane Tyler,purchases,07-09-2015 03:17,Gail Feindt,1
Jane Tyler,purchases,07-09-2015 06:25,Gail Feindt,1
Jane Tyler,purchases,07-09-2015 08:45,Gail Feindt,1
Jane Tyler,purchases,07-09-2015 08:46,Gail Feindt,1
Jane Tyler,purchases,07-09-2015 09:05,Gail Feindt,1
Jane Tyler,purchases,07-09-2015 13:31,Gail Feindt,1
Jane Tyler,purchases,07-09-2015 17:16,Gail Feindt,1
Jane Tyler,purchases,07-09-2015 21:51,Gail Feindt,1
Jane Tyler,purchases,07-09-2015 22:19,Gail Feindt,1
Jane Tyler,purchases,07-10-2015 03:35,Gail Feindt,1
Jane Tyler,purchases,07-10-2015 03:45,Gail Feindt,1
Jane Tyler,purchases,07-10-2015 03:50,Gail Feindt,1
Jane Tyler,purchases,07-10-2015 09:58,Gail Feindt,1
Jane Tyler,purchases,07-10-2015 14:04,Gail Feindt,1
Jane Tyler,purchases,07-10-2015 15:59,Gail Feindt,1
Jane Tyler,purchases,07-10-2015 20:27,Gail Feindt,1
Jane Tyler,purchases,07-11-2015 00:36,Gail Feindt,1
Jane Tyler,purchases,07-11-2015 02:54,Gail Feindt,1
Jane Tyler,purchases,07-11-2015 03:03,Gail Feindt,1
Jane Tyler,purchases,07-11-2015 04:43,Gail Feindt,1
Jane Tyler,purchases,07-11-2015 05:41,Gail Feindt,1
Jane Tyler,purchases,07-11-2015 06:39,Gail Feindt,1
Jane Tyler,purchases,07-11-2015 08:30,Gail Feindt,1
Jane Tyler,purchases,07-11-2015 19:34,Gail Feindt,1
Jane Tyler,purchases,07-11-2015 22:44,Gail Feindt,1
Jane Tyler,purchases,07-12-2015 00:23,Gail Feindt,1
Jane Tyler,purchases,07-12-2015 01:07,Gail Feindt,1
Jane Tyler,purchases,07-12-2015 01:24,Gail Feindt,1
Jane Tyler,purchases,07-12-2015 02:06,Gail Feindt,1
Jane Tyler,purchases,07-12-2015 02:39,Gail Feindt,1
Jane Tyler,purchases,07-12-2015 06:23,Gail Feindt,1
Jane Tyler,purchases,07-12-2015 08:40,Gail Feindt,1
Jane Tyler,purchases,07-12-2015 15:19,Gail Feindt,1
Jane Tyler,purchases,07-12-2015 15:37,Gail Feindt,1
Jane Tyler,purchases,07-12-2015 18:30,Gail Feindt,1
Jane Tyler,purchases,07-12-2015 18:35,Gail Feindt,1
Jane Tyler,purchases,7/13/2015 2:08:01 AM,Gail Feindt,1
Jane Tyler,purchases,7/13/2015 9:54:53 AM,Gail Feindt,1
Jane Tyler,purchases,7/13/2015 9:59:03 AM,Gail Feindt,1
Jane Tyler,purchases,7/13/2015 10:52:41 AM,Gail Feindt,1
Jane Tyler,purchases,7/13/2015 2:04:03 PM,Gail Feindt,1
Jane Tyler,purchases,7/13/2015 8:11:06 PM,Gail Feindt,1
Jane Tyler,purchases,7/14/2015 12:55:39 AM,Gail Feindt,1
Jane Tyler,purchases,7/14/2015 8:39:51 AM,Gail Feindt,1
Jane Tyler,purchases,7/14/2015 10:14:53 AM,Gail Feindt,1
Jane Tyler,purchases,7/14/2015 9:25:16 PM,Gail Feindt,1
Jane Tyler,purchases,7/14/2015 10:28:13 PM,Gail Feindt,1
Jane Tyler,purchases,7/15/2015 1:02:12 AM,Gail Feindt,1
Jane Tyler,purchases,7/15/2015 7:27:48 AM,Gail Feindt,1
Jane Tyler,purchases,7/15/2015 8:11:56 AM,Gail Feindt,1
Jane Tyler,purchases,7/15/2015 12:21:35 PM,Gail Feindt,1
Jane Tyler,purchases,7/15/2015 1:47:32 PM,Gail Feindt,1
Jane Tyler,purchases,7/15/2015 4:14:33 PM,Gail Feindt,1
Jane Tyler,purchases,7/15/2015 5:07:40 PM,Gail Feindt,1
Jane Tyler,purchases,7/15/2015 7:54:17 PM,Gail Feindt,1
Jane Tyler,purchases,7/15/2015 10:31:31 PM,Gail Feindt,1
Jane Tyler,purchases,7/15/2015 10:35:36 PM,Gail Feindt,1
Jane Tyler,purchases,7/16/2015 5:02:55 AM,Gail Feindt,1
Jane Tyler,purchases,7/16/2015 9:27:29 AM,Gail Feindt,1
Jane Tyler,purchases,7/16/2015 7:13:50 PM,Gail Feindt,1
Jane Tyler,purchases,7/16/2015 9:25:40 PM,Gail Feindt,1
Jane Tyler,purchases,7/17/2015 11:31:04 AM,Gail Feindt,1
Jane Tyler,purchases,7/17/2015 3:37:50 PM,Gail Feindt,1
Jane Tyler,purchases,7/17/2015 5:36:28 PM,Gail Feindt,1
Jane Tyler,purchases,7/17/2015 6:15:52 PM,Gail Feindt,1
Jane Tyler,purchases,7/17/2015 7:52:33 PM,Gail Feindt,1
Jane Tyler,purchases,7/17/2015 8:08:08 PM,Gail Feindt,1
Jane Tyler,purchases,7/17/2015 10:18:08 PM,Gail Feindt,1
Jane Tyler,purchases,7/17/2015 10:39:18 PM,Gail Feindt,1
Jane Tyler,purchases,7/17/2015 11:28:27 PM,Gail Feindt,1
Jane Tyler,purchases,7/18/2015 12:48:57 AM,Gail Feindt,1
Jane Tyler,purchases,7/18/2015 8:36:39 AM,Gail Feindt,1
Jane Tyler,purchases,7/18/2015 12:44:09 PM,Gail Feindt,1
Jane Tyler,purchases,7/18/2015 11:01:35 PM,Gail Feindt,1
Jane Tyler,purchases,7/19/2015 12:14:35 AM,Gail Feindt,1
Jane Tyler,purchases,7/19/2015 3:28:40 AM,Gail Feindt,1
Jane Tyler,purchases,7/19/2015 4:34:20 AM,Gail Feindt,1
Jane Tyler,purchases,7/19/2015 6:29:39 AM,Gail Feindt,1
Jane Tyler,purchases,7/19/2015 4:25:09 PM,Gail Feindt,1
Jane Tyler,purchases,7/19/2015 5:45:27 PM,Gail Feindt,1
Jane Tyler,purchases,7/20/2015 9:59:51 AM,Gail Feindt,1
Jane Tyler,purchases,7/20/2015 11:52:16 AM,Gail Feindt,1
Jane Tyler,purchases,7/20/2015 12:39:30 PM,Gail Feindt,1
Jane Tyler,purchases,7/20/2015 4:28:55 PM,Gail Feindt,1
Jane Tyler,purchases,7/20/2015 5:13:30 PM,Gail Feindt,1
Jane Tyler,purchases,7/20/2015 6:47:38 PM,Gail Feindt,1
Jane Tyler,purchases,7/20/2015 8:45:26 PM,Gail Feindt,1
Jane Tyler,purchases,7/20/2015 9:11:37 PM,Gail Feindt,1
Jane Tyler,purchases,7/20/2015 10:12:02 PM,Gail Feindt,1
Jane Tyler,purchases,7/21/2015 12:11:46 AM,Gail Feindt,1
Jane Tyler,purchases,7/21/2015 3:50:57 AM,Gail Feindt,1
Jane Tyler,purchases,7/21/2015 5:45:21 AM,Gail Feindt,1
Jane Tyler,purchases,7/21/2015 8:16:04 AM,Gail Feindt,1
Jane Tyler,purchases,7/21/2015 1:23:01 PM,Gail Feindt,1
Jane Tyler,purchases,7/21/2015 2:23:19 PM,Gail Feindt,1
Jane Tyler,purchases,7/21/2015 3:06:58 PM,Gail Feindt,1
Jane Tyler,purchases,7/22/2015 3:32:22 AM,Gail Feindt,1
Jane Tyler,purchases,7/22/2015 8:29:53 AM,Gail Feindt,1
Jane Tyler,purchases,7/22/2015 1:55:00 PM,Gail Feindt,1
Jane Tyler,purchases,7/22/2015 2:01:19 PM,Gail Feindt,1
Jane Tyler,purchases,7/22/2015 6:46:42 PM,Gail Feindt,1
Jane Tyler,purchases,7/22/2015 9:14:09 PM,Gail Feindt,1
Jane Tyler,purchases,7/23/2015 3:42:43 AM,Gail Feindt,1
Jane Tyler,purchases,7/23/2015 10:25:37 AM,Gail Feindt,1
Jane Tyler,purchases,7/23/2015 11:17:51 PM,Gail Feindt,1
Jane Tyler,purchases,7/24/2015 2:10:52 AM,Gail Feindt,1
Jane Tyler,purchases,7/24/2015 9:31:34 AM,Gail Feindt,1
Jane Tyler,purchases,7/24/2015 1:03:49 PM,Gail Feindt,1
Jane Tyler,purchases,7/24/2015 1:32:41 PM,Gail Feindt,1
Jane Tyler,purchases,7/24/2015 1:36:36 PM,Gail Feindt,1
Jane Tyler,purchases,7/24/2015 10:37:17 PM,Gail Feindt,1
Jane Tyler,purchases,7/24/2015 11:37:42 PM,Gail Feindt,1
Jane Tyler,purchases,7/25/2015 1:08:50 AM,Gail Feindt,1
Jane Tyler,purchases,7/25/2015 1:27:53 AM,Gail Feindt,1
Jane Tyler,purchases,7/25/2015 5:47:26 AM,Gail Feindt,1
Jane Tyler,purchases,7/25/2015 12:57:14 PM,Gail Feindt,1
Jane Tyler,purchases,7/25/2015 2:07:50 PM,Gail Feindt,1
Jane Tyler,purchases,7/25/2015 5:39:18 PM,Gail Feindt,1
Jane Tyler,purchases,7/25/2015 7:16:43 PM,Gail Feindt,1
Jane Tyler,purchases,7/25/2015 7:24:15 PM,Gail Feindt,1
Jane Tyler,purchases,7/26/2015 4:27:22 AM,Gail Feindt,1
Jane Tyler,purchases,7/26/2015 8:06:26 AM,Gail Feindt,1
Jane Tyler,purchases,7/26/2015 2:20:59 PM,Gail Feindt,1
Jane Tyler,purchases,7/26/2015 7:39:54 PM,Gail Feindt,1
Jane Tyler,purchases,7/26/2015 8:23:39 PM,Gail Feindt,1
Jane Tyler,purchases,7/26/2015 9:27:12 PM,Gail Feindt,1
Jane Tyler,purchases,7/27/2015 7:28:44 AM,Gail Feindt,1
Jane Tyler,purchases,7/27/2015 7:50:42 AM,Gail Feindt,1
Jane Tyler,purchases,7/27/2015 10:17:51 AM,Gail Feindt,1
Jane Tyler,purchases,7/27/2015 11:55:19 AM,Gail Feindt,1
Jane Tyler,purchases,7/27/2015 3:24:38 PM,Gail Feindt,1
Jane Tyler,purchases,7/27/2015 11:16:27 PM,Gail Feindt,1
Jane Tyler,purchases,7/28/2015 1:24:08 AM,Gail Feindt,1
Jane Tyler,purchases,7/28/2015 1:31:34 AM,Gail Feindt,1
Jane Tyler,purchases,7/28/2015 1:31:47 AM,Gail Feindt,1
Jane Tyler,purchases,7/28/2015 2:41:36 AM,Gail Feindt,1
Jane Tyler,purchases,7/28/2015 6:08:10 AM,Gail Feindt,1
Jane Tyler,purchases,7/28/2015 6:23:11 AM,Gail Feindt,1
Jane Tyler,purchases,7/28/2015 6:32:19 AM,Gail Feindt,1
Jane Tyler,purchases,7/28/2015 12:43:46 PM,Gail Feindt,1
Jane Tyler,purchases,7/28/2015 5:04:48 PM,Gail Feindt,1
Jane Tyler,purchases,7/29/2015 12:07:45 AM,Gail Feindt,1
Jane Tyler,purchases,7/29/2015 12:32:27 AM,Gail Feindt,1
Jane Tyler,purchases,7/29/2015 1:28:13 AM,Gail Feindt,1
Jane Tyler,purchases,7/29/2015 5:53:41 AM,Gail Feindt,1
Jane Tyler,purchases,7/29/2015 6:41:10 AM,Gail Feindt,1
Jane Tyler,purchases,7/29/2015 3:39:00 PM,Gail Feindt,1
Jane Tyler,purchases,7/29/2015 4:58:31 PM,Gail Feindt,1
Jane Tyler,purchases,7/30/2015 4:11:50 AM,Gail Feindt,1
Jane Tyler,purchases,7/30/2015 6:06:12 AM,Gail Feindt,1
Jane Tyler,purchases,7/30/2015 12:27:34 PM,Gail Feindt,1
Jane Tyler,purchases,7/30/2015 1:44:55 PM,Gail Feindt,1
Jane Tyler,purchases,7/30/2015 2:06:36 PM,Gail Feindt,1
Jane Tyler,purchases,7/30/2015 4:12:47 PM,Gail Feindt,1
Jane Tyler,purchases,7/30/2015 8:51:07 PM,Gail Feindt,1
Jane Tyler,purchases,7/31/2015 2:28:20 AM,Gail Feindt,1
Jane Tyler,purchases,7/31/2015 6:17:33 PM,Gail Feindt,1
Jane Tyler,purchases,7/31/2015 8:11:24 PM,Gail Feindt,1
Jane Tyler,purchases,7/31/2015 8:34:52 PM,Gail Feindt,1
Jane Tyler,purchases,7/31/2015 9:06:07 PM,Gail Feindt,1
Jane Tyler,purchases,7/31/2015 11:30:07 PM,Gail Feindt,1
Jane Tyler,purchases,08-01-2015 01:21,Gail Feindt,1
Jane Tyler,purchases,08-01-2015 03:53,Gail Feindt,1
Jane Tyler,purchases,08-01-2015 09:25,Gail Feindt,1
Jane Tyler,purchases,08-01-2015 09:43,Gail Feindt,1
Jane Tyler,purchases,08-01-2015 11:29,Gail Feindt,1
Jane Tyler,purchases,08-01-2015 14:17,Gail Feindt,1
Jane Tyler,purchases,08-01-2015 18:54,Gail Feindt,1
Jane Tyler,purchases,08-02-2015 03:09,Gail Feindt,1
Jane Tyler,purchases,08-02-2015 03:11,Gail Feindt,1
Jane Tyler,purchases,08-02-2015 04:00,Gail Feindt,1
Jane Tyler,purchases,08-02-2015 07:38,Gail Feindt,1
Jane Tyler,purchases,08-02-2015 09:33,Gail Feindt,1
Jane Tyler,purchases,08-02-2015 09:53,Gail Feindt,1
Jane Tyler,purchases,08-02-2015 10:00,Gail Feindt,1
Jane Tyler,purchases,08-02-2015 11:45,Gail Feindt,1
Jane Tyler,purchases,08-02-2015 13:58,Gail Feindt,1
Jane Tyler,purchases,08-02-2015 15:24,Gail Feindt,1
Jane Tyler,purchases,08-02-2015 23:36,Gail Feindt,1
Jane Tyler,purchases,08-03-2015 00:54,Gail Feindt,1
Jane Tyler,purchases,08-03-2015 02:16,Gail Feindt,1
Jane Tyler,purchases,08-03-2015 08:13,Gail Feindt,1
Jane Tyler,purchases,08-03-2015 10:44,Gail Feindt,1
Jane Tyler,purchases,08-03-2015 12:34,Gail Feindt,1
Jane Tyler,purchases,08-03-2015 14:47,Gail Feindt,1
Jane Tyler,purchases,08-03-2015 15:45,Gail Feindt,1
Jane Tyler,purchases,08-03-2015 18:36,Gail Feindt,1
Jane Tyler,purchases,08-03-2015 19:45,Gail Feindt,1
Jane Tyler,purchases,08-03-2015 21:12,Gail Feindt,1
Jane Tyler,purchases,08-03-2015 21:32,Gail Feindt,1
Jane Tyler,purchases,08-04-2015 02:15,Gail Feindt,1
Jane Tyler,purchases,08-04-2015 03:18,Gail Feindt,1
Jane Tyler,purchases,08-04-2015 03:38,Gail Feindt,1
Jane Tyler,purchases,08-04-2015 11:04,Gail Feindt,1
Jane Tyler,purchases,08-04-2015 12:40,Gail Feindt,1
Jane Tyler,purchases,08-04-2015 12:51,Gail Feindt,1
Jane Tyler,purchases,08-04-2015 17:05,Gail Feindt,1
Jane Tyler,purchases,08-04-2015 18:25,Gail Feindt,1
Jane Tyler,purchases,08-05-2015 01:28,Gail Feindt,1
Jane Tyler,purchases,08-05-2015 16:25,Gail Feindt,1
Jane Tyler,purchases,08-05-2015 18:13,Gail Feindt,1
Jane Tyler,purchases,08-05-2015 18:37,Gail Feindt,1
Jane Tyler,purchases,08-05-2015 18:39,Gail Feindt,1
Jane Tyler,purchases,08-05-2015 23:49,Gail Feindt,1
Jane Tyler,purchases,08-06-2015 00:13,Gail Feindt,1
Jane Tyler,purchases,08-06-2015 03:38,Gail Feindt,1
Jane Tyler,purchases,08-06-2015 15:23,Gail Feindt,1
Jane Tyler,purchases,08-07-2015 00:05,Gail Feindt,1
Jane Tyler,purchases,08-07-2015 06:01,Gail Feindt,1
Jane Tyler,purchases,08-07-2015 10:17,Gail Feindt,1
Jane Tyler,purchases,08-07-2015 11:17,Gail Feindt,1
Jane Tyler,purchases,08-07-2015 11:54,Gail Feindt,1
Jane Tyler,purchases,08-07-2015 16:45,Gail Feindt,1
Jane Tyler,purchases,08-07-2015 22:42,Gail Feindt,1
Jane Tyler,purchases,08-08-2015 02:22,Gail Feindt,1
Jane Tyler,purchases,08-08-2015 06:00,Gail Feindt,1
Jane Tyler,purchases,08-08-2015 10:35,Gail Feindt,1
Jane Tyler,purchases,08-08-2015 14:18,Gail Feindt,1
Jane Tyler,purchases,08-08-2015 16:44,Gail Feindt,1
Jane Tyler,purchases,08-08-2015 19:20,Gail Feindt,1
Jane Tyler,purchases,08-09-2015 03:44,Gail Feindt,1
Jane Tyler,purchases,08-09-2015 05:00,Gail Feindt,1
Jane Tyler,purchases,08-09-2015 05:05,Gail Feindt,1
Jane Tyler,purchases,08-09-2015 06:18,Gail Feindt,1
Jane Tyler,purchases,08-09-2015 09:36,Gail Feindt,1
Jane Tyler,purchases,08-09-2015 10:02,Gail Feindt,1
Jane Tyler,purchases,08-09-2015 17:49,Gail Feindt,1
Jane Tyler,purchases,08-09-2015 19:39,Gail Feindt,1
Jane Tyler,purchases,08-09-2015 21:39,Gail Feindt,1
Jane Tyler,purchases,08-10-2015 06:33,Gail Feindt,1
Jane Tyler,purchases,08-10-2015 09:17,Gail Feindt,1
Jane Tyler,purchases,08-10-2015 10:19,Gail Feindt,1
Jane Tyler,purchases,08-11-2015 07:00,Gail Feindt,1
Jane Tyler,purchases,08-11-2015 08:50,Gail Feindt,1
Jane Tyler,purchases,08-11-2015 09:52,Gail Feindt,1
Jane Tyler,purchases,08-11-2015 10:51,Gail Feindt,1
Jane Tyler,purchases,08-11-2015 11:54,Gail Feindt,1
Jane Tyler,purchases,08-11-2015 18:39,Gail Feindt,1
Jane Tyler,purchases,08-11-2015 20:02,Gail Feindt,1
Jane Tyler,purchases,08-11-2015 22:38,Gail Feindt,1
Jane Tyler,purchases,08-12-2015 03:42,Gail Feindt,1
Jane Tyler,purchases,08-12-2015 11:29,Gail Feindt,1
Jane Tyler,purchases,08-12-2015 12:25,Gail Feindt,1
Jane Tyler,purchases,08-12-2015 14:04,Gail Feindt,1
Jane Tyler,purchases,08-12-2015 16:21,Gail Feindt,1
Jane Tyler,purchases,08-12-2015 22:23,Gail Feindt,1
Jane Tyler,purchases,8/13/2015 4:24:58 AM,Gail Feindt,1
Jane Tyler,purchases,8/13/2015 11:19:12 AM,Gail Feindt,1
Jane Tyler,purchases,8/14/2015 1:13:35 AM,Gail Feindt,1
Jane Tyler,purchases,8/14/2015 1:40:50 AM,Gail Feindt,1
Jane Tyler,purchases,8/14/2015 2:17:02 AM,Gail Feindt,1
Jane Tyler,purchases,8/14/2015 2:28:27 AM,Gail Feindt,1
Jane Tyler,purchases,8/14/2015 4:12:35 AM,Gail Feindt,1
Jane Tyler,purchases,8/14/2015 6:32:49 AM,Gail Feindt,1
Jane Tyler,purchases,8/14/2015 9:59:11 AM,Gail Feindt,1
Jane Tyler,purchases,8/14/2015 11:23:30 AM,Gail Feindt,1
Jane Tyler,purchases,8/14/2015 12:57:57 PM,Gail Feindt,1
Jane Tyler,purchases,8/14/2015 7:30:00 PM,Gail Feindt,1
Jane Tyler,purchases,8/14/2015 10:09:07 PM,Gail Feindt,1
Jane Tyler,purchases,8/14/2015 10:41:01 PM,Gail Feindt,1
Jane Tyler,purchases,8/14/2015 11:40:23 PM,Gail Feindt,1
Jane Tyler,purchases,8/15/2015 2:39:20 AM,Gail Feindt,1
Jane Tyler,purchases,8/15/2015 3:33:35 AM,Gail Feindt,1
Jane Tyler,purchases,8/15/2015 10:52:05 AM,Gail Feindt,1
Jane Tyler,purchases,8/15/2015 12:47:47 PM,Gail Feindt,1
Jane Tyler,purchases,8/15/2015 3:58:23 PM,Gail Feindt,1
Jane Tyler,purchases,8/15/2015 4:15:15 PM,Gail Feindt,1
Jane Tyler,purchases,8/15/2015 5:43:51 PM,Gail Feindt,1
Jane Tyler,purchases,8/15/2015 6:41:36 PM,Gail Feindt,1
Jane Tyler,purchases,8/15/2015 11:25:33 PM,Gail Feindt,1
Jane Tyler,purchases,8/16/2015 4:41:12 AM,Gail Feindt,1
Jane Tyler,purchases,8/16/2015 6:19:53 AM,Gail Feindt,1
Jane Tyler,purchases,8/16/2015 9:13:06 AM,Gail Feindt,1
Jane Tyler,purchases,8/16/2015 7:11:27 PM,Gail Feindt,1
Jane Tyler,purchases,8/17/2015 12:38:26 AM,Gail Feindt,1
Jane Tyler,purchases,8/17/2015 2:00:35 AM,Gail Feindt,1
Jane Tyler,purchases,8/17/2015 6:26:13 AM,Gail Feindt,1
Jane Tyler,purchases,8/17/2015 11:16:17 AM,Gail Feindt,1
Jane Tyler,purchases,8/17/2015 10:27:20 PM,Gail Feindt,1
Jane Tyler,purchases,8/17/2015 11:14:59 PM,Gail Feindt,1
Jane Tyler,purchases,8/18/2015 2:37:24 AM,Gail Feindt,1
Jane Tyler,purchases,8/18/2015 3:24:40 PM,Gail Feindt,1
Jane Tyler,purchases,8/18/2015 9:56:12 PM,Gail Feindt,1
Jane Tyler,purchases,8/18/2015 10:32:31 PM,Gail Feindt,1
Jane Tyler,purchases,8/18/2015 11:25:01 PM,Gail Feindt,1
Jane Tyler,purchases,8/19/2015 2:40:08 AM,Gail Feindt,1
Jane Tyler,purchases,8/19/2015 11:49:58 AM,Gail Feindt,1
Jane Tyler,purchases,8/19/2015 12:46:35 PM,Gail Feindt,1
Jane Tyler,purchases,8/19/2015 1:11:50 PM,Gail Feindt,1
Jane Tyler,purchases,8/19/2015 2:24:45 PM,Gail Feindt,1
Jane Tyler,purchases,8/19/2015 3:36:43 PM,Gail Feindt,1
Jane Tyler,purchases,8/19/2015 4:16:33 PM,Gail Feindt,1
Jane Tyler,purchases,8/20/2015 1:41:29 AM,Gail Feindt,1
Jane Tyler,purchases,8/20/2015 6:20:30 AM,Gail Feindt,1
Jane Tyler,purchases,8/20/2015 10:54:00 AM,Gail Feindt,1
Jane Tyler,purchases,8/20/2015 1:49:04 PM,Gail Feindt,1
Jane Tyler,purchases,8/21/2015 3:15:08 AM,Gail Feindt,1
Jane Tyler,purchases,8/21/2015 7:03:40 AM,Gail Feindt,1
Jane Tyler,purchases,8/21/2015 1:34:51 PM,Gail Feindt,1
Jane Tyler,purchases,8/21/2015 2:21:41 PM,Gail Feindt,1
Jane Tyler,purchases,8/21/2015 3:54:24 PM,Gail Feindt,1
Jane Tyler,purchases,8/21/2015 3:56:35 PM,Gail Feindt,1
Jane Tyler,purchases,8/23/2015 12:44:05 AM,Gail Feindt,1
Jane Tyler,purchases,8/23/2015 1:09:32 AM,Gail Feindt,1
Jane Tyler,purchases,8/23/2015 4:28:00 AM,Gail Feindt,1
Jane Tyler,purchases,8/23/2015 5:19:05 AM,Gail Feindt,1
Jane Tyler,purchases,8/23/2015 7:22:45 AM,Gail Feindt,1
Jane Tyler,purchases,8/23/2015 8:38:43 AM,Gail Feindt,1
Jane Tyler,purchases,8/23/2015 6:22:34 PM,Gail Feindt,1
Jane Tyler,purchases,8/23/2015 7:00:04 PM,Gail Feindt,1
Jane Tyler,purchases,8/24/2015 1:16:39 AM,Gail Feindt,1
Jane Tyler,purchases,8/24/2015 1:21:42 AM,Gail Feindt,1
Jane Tyler,purchases,8/24/2015 2:30:25 AM,Gail Feindt,1
Jane Tyler,purchases,8/24/2015 3:36:02 AM,Gail Feindt,1
Jane Tyler,purchases,8/24/2015 10:53:31 AM,Gail Feindt,1
Jane Tyler,purchases,8/24/2015 4:34:41 PM,Gail Feindt,1
Jane Tyler,purchases,8/24/2015 6:29:21 PM,Gail Feindt,1
Jane Tyler,purchases,8/24/2015 7:53:42 PM,Gail Feindt,1
Jane Tyler,purchases,8/24/2015 11:04:45 PM,Gail Feindt,1
Jane Tyler,purchases,8/25/2015 2:18:22 AM,Gail Feindt,1
